num_repairers,replication,seed,time_to_failure,failed,avg_repair_queue,repairer_utilization
4,32,931,48.913890540514224,true,0.0,0.220647913718668
4,33,932,112.14680770593168,true,0.0,0.19634889249923373
4,34,933,61.244250062056544,true,0.0,0.2115114556589668
4,35,934,124.71691968372237,true,0.0,0.18970431612776464
4,36,935,16.34028821410982,true,0.0,0.09835216352388926
4,37,936,62.78979717209154,true,0.0,0.17857071862944277
4,38,937,71.55988814900563,true,0.0,0.19444749412471157
4,39,938,10.094909649636922,true,0.0,0.22508370730679278
4,40,939,42.77339398908659,true,0.0,0.2711369135538039
4,41,940,108.13379482813447,true,0.0,0.19228984079202363
4,42,941,64.96859375943062,true,0.0,0.22901683892028593
4,43,942,7.892256305730527,true,0.0,0.2857037714172023
4,44,943,20.44300399984645,true,0.0,0.3046716747694989
4,45,944,40.34611870331694,true,0.0,0.2032084214212186
4,46,945,47.01474028589256,true,0.0,0.1511298526109836
4,47,946,26.221811658664386,true,0.0,0.21279383436553964
4,48,947,5.143712993418342,true,0.0,0.32098568022620244
4,49,948,59.58476144534177,true,0.0,0.22869025072281093
4,50,949,4.38647155501531,true,0.0,0.33244190890802017
4,51,950,453.0001281442082,true,0.0,0.20497157982223577
4,52,951,74.73058075866447,true,0.0,0.25384634319548643
4,53,952,29.278386723703772,true,0.0,0.10412022679323225
4,54,953,52.36961753515637,true,0.0,0.1784437710672251
4,55,954,49.59041535750616,true,0.0,0.27564948324296545
4,56,955,138.6787928972378,true,0.0,0.2536541032110493
4,57,956,10.855724724612331,true,0.0,0.18915036044203595
4,58,957,114.00409111344408,true,0.0,0.21295992275590334
4,59,958,114.70431027197607,true,0.0,0.20381988411121513
4,60,959,35.048447733859774,true,0.0,0.1916808545005451
4,61,960,90.01566099041474,true,0.0,0.16391985770408823
4,62,961,43.966279446833155,true,0.0,0.17438884015041736
4,63,962,7.489941800259867,true,0.0,0.2726890177367577
4,64,963,48.54988224885677,true,0.0,0.2182910767417047
4,65,964,90.85156016782294,true,0.0,0.1766760907624007
4,66,965,68.55343846812079,true,0.0,0.24378629727404094
4,67,966,5.969389030605904,true,0.0,0.31138182511293455
4,68,967,103.22429351328815,true,0.0,0.22150416328864309
4,69,968,12.308947054435453,true,0.0,0.28023878751396836
4,70,969,4.791292790929899,true,0.0,0.3677875099400618
4,71,970,18.105588724999496,true,0.0,0.1253396182998028
4,72,971,167.72023096762004,true,0.0,0.19248330879886857
4,73,972,9.684898939793207,true,0.0,0.2943674055130575
4,74,973,68.40840013568975,true,0.0,0.13734567320461546
4,75,974,40.42355446865665,true,0.0,0.15514451538795968
4,76,975,8.629409559899658,true,0.0,0.25433468975901635
4,77,976,41.66168011477544,true,0.0,0.2264805587184989
4,78,977,40.81483277906965,true,0.0,0.25940847192716926
4,79,978,42.7918709867367,true,0.0,0.31060153818654573
4,80,979,37.266111163096596,true,0.0,0.20671969728133974
4,81,980,7.800046728940233,true,0.0,0.21800465531714172
4,82,981,41.56692406810652,true,0.0,0.1224334611286312
4,83,982,5.638632511363357,true,0.0,0.3966575558969121
4,84,983,46.26547323574049,true,0.0,0.10096145886281377
4,85,984,2.9810415249192954,true,0.0,0.4979149285185086
4,86,985,17.572584053900812,true,0.0,0.14311944285170344
4,87,986,15.018053452555773,true,0.0,0.45025885021887624
4,88,987,98.10569686625723,true,0.0,0.2517077341675942
4,89,988,53.63955127218533,true,0.0,0.2936962097911041
4,90,989,20.39042135314297,true,0.0,0.2281296810219246
4,91,990,39.52403659683932,true,0.0,0.15309497707717862
4,92,991,16.2434097381359,true,0.0,0.25675890885868463
4,93,992,140.244551595001,true,0.0,0.20963577530084815
4,94,993,7.570746147851221,true,0.0,0.30880827527776544
4,95,994,54.117523662240785,true,0.0,0.16050336260249445
4,96,995,119.24926034488472,true,0.0,0.2534183430551638
4,97,996,60.37924352029176,true,0.0,0.15276109035889604
4,98,997,51.93163409020024,true,0.0,0.15423095396807626
4,99,998,169.8710529425784,true,0.0,0.2357022463174169
4,100,999,118.2213001784414,true,0.0,0.20023841036551504
